name,latitude,longitude,color,family,country
Ute [ute],39,-109,#474F8A,Uto-Aztecan,USA
Uzbek [uzn],39,66,#2C7A53,Turkic,Uzbekistan
V'ënen_Taut [nmb],-16.083,167.25,#BD5498,Austronesian,Vanuatu
Vai [vai],7.3,-10.55,#9C998F,Mande,Liberia
Valman [van],-3.25,142.5,#B95B8C,Torricelli,Papua New Guinea
Vano [vnk],-11.667,166.75,#D29189,Austronesian,Solomons
Varli [vav],20,73.79,#1CA45D,Indo-European,India
Venda [ven],-23.5,30,#B65D48,Niger-Kongo,South Africa
Vietnamese_Hanoi [vie],21.03,105.85,#EADB76,Austroasiatic,Vietnam
Wahgi [wgi],-6.667,145.583,#6A71A1,Trans New Guinea,Papua New Guinea
Waigali [wbk],35.2,70.99,#1D823E,Indo-European,Afghanistan
Waima'a [wmh],-8.5,126.33,#D8CC99,Austronesian,Timor leste
Wakhi [wbl],36.5,72,#28972D,Indo-European,Pakistan
Walapai [yuf],35.5,-113.75,#424D91,Yuman-Cochimi,USA
Walmatjarri [wmt],-20.116,127.461,#415CAC,Pama-Nyungan,Australia
Wambaya [wmb],-18.667,135.75,#71639D,Mirndi,Australia
Wambule [wme],27.12,86.45,#3A88A2,Tibeto-Burman,Nepal
Wandamen [wad],-2.67,134.25,#C26598,Austronesian,Indonesia
Wangkajunga [mpj-4],-19,126,#4C72B7,Pama-Nyungan,Australia
Waorani [auc],-1,-76.5,#56759B,Waorani,Ecuador
Wappo [wao],38.5,-122.5,#517E8C,Wappo-Yukian,USA
Warao [wba],9,-62,#4B598F,Warao,Venezuela
Waray-Waray [war],12,125,#BC7287,Austronesian,Philippines
Wardaman [wrr],-15.5,131,#6457A6,Yangman,Australia
Warekena [gae],2,-65,#7A4F77,Arawak,Venezuela
Warembori [wsa],-1.65,137.6,#BC65B0,Austronesian,Indonesia
Wari' [pav],-11.5,-65,#D4548A,Chapacura,Brazil
Warlpiri [wbp],-20,132.333,#556FA3,Pama-Nyungan,Australia
Warndarang [wnd],-14.417,135.583,#684BBA,Mara-Warndarang-Alawa,Australia
Waropen [wrp],-2.333,136.667,#B84B9E,Austronesian,Indonesia
Warrgamay [wgy],-18.583,146.167,#5598A5,Pama-Nyungan,Australia
Warrnambool [xxx-31],-38.25,142.5,#6682A8,Pama-Nyungan,Australia
Warumungu [wrm],-19.6,134.2,#61A7AC,Pama-Nyungan,Australia
Washo [was],39.25,-120,#526396,Washo,USA
Waskia [wsk],-4.583,145.917,#757D9F,Trans New Guinea,Papua New Guinea
Wathawurrung [xxx-32],-37.5,144,#6572B4,Pama-Nyungan,Australia
Watjarri [wbv],-29,117.25,#6297B4,Pama-Nyungan,Australia
Wayana [way],1.216667,-54.656667,#4F26C4,Cariban,Brazil
Welsh [cym],52.3,-4,#8F7222,Indo-European,Britain
Wembawemba [xxx-33],-36,142,#566897,Pama-Nyungan,Australia
West Makian [mqs],0.333,127.417,#CE669A,West Papuan,Indonesia
Wichí [mzh],-22.5,-62.583,#A1376C,Matacoan,Argentina
Wichita [wic],33.33,-97.33,#922C8D,Caddoan,USA
Wik Mungkan [wim],-13.667,141.833,#5DA7B9,Pama-Nyungan,Australia
Wik Ngathana [wig],-13.917,141.5,#56BDB3,Pama-Nyungan,Australia
Winnebago [win],43,-89,#A545A2,Siouan,USA
Wintu [wit-2],41,-122.5,#56588F,Wintuan,USA
Wirangu [wiw],-32,134,#4E98C5,Pama-Nyungan,Australia
Woleaian [woe],7.333,143.833,#DB848A,Austronesian,USA Federated States of Micronesia
Wolio [wlo],-5.5,122.75,#D65C80,Austronesian,Indonesia
Wolof [wol],15.25,-16.5,#D2705B,Niger-Kongo,Senegal
Wooi [wbw],-1.72,135.47,#B75F82,Austronesian,Indonesia
Worora [unp],-15.667,124.667,#5C3DCF,Wororan,Australia
Wotu [wtw],-2.56,120.76,#E6627E,Austronesian,Indonesia
Wulguru [xxx-35],-19.25,146.5,#4E8498,Pama-Nyungan,Australia
Wutun [wuh],35.9,102.1,#49C09A,Tibeto-Burman,China
Wutung [wut],-2.667,141.167,#967284,Skou,Papua New Guinea
Wuvulu [wuv],-1.72,142.833,#B94C6B,Austronesian,Papua New Guinea
Wyandot [wya],48.861,-71.357,#7E20AD,Iroquoian,Canada
Xhosa [xho],-33,28,#AA654B,Niger-Kongo,South Africa
Xokleng [xok],-24.3,-50,#717E86,Macro-Je,Brazil
Xuwen [nan-7],20.35,110.2,#AEE270,Tibeto-Burman,China
Yabem [jae],-6.75,147.833,#A26BA6,Austronesian,Papua New Guinea
Yagaria [ygr-2],-6.417,145.417,#445188,Trans New Guinea,Papua New Guinea
Yagua [yad],-3.5,-72,#8C538B,Yagua,Peru
Yakkha [ybh],27.2,87.25,#2E73AC,Tibeto-Burman,Nepal
Yakut [sah],62,130,#21856C,Turkic,Russia
Yala [yba],6.4,8.4,#D09988,Niger-Kongo,Nigeria
Yamphu [ybi],27.4,87.1,#317F9C,Tibeto-Burman,Nepal
Yankuntjatjara [kdd],-27.5,132,#4B7CBC,Pama-Nyungan,Australia
Yanyuwa [jao],-15.833,136,#596EAA,Pama-Nyungan,Australia
Yao [yao],-11.45,34,#CF5C5E,Niger-Kongo,Malawi
Yap [yap],9.53,138.1,#C26475,Austronesian,Yap
Yaqui_Arizona [yaq],31.67,-111.25,#63697B,Uto-Aztecan,USA
Yarik [erw],-2.7,132.6,#B776A5,Austronesian,Indonesia
Yawa [yva],-1.75,136.25,#9054A8,West Papuan,Indonesia
Yawelmani [yok-2],35.3,-118.65,#63896B,Yok-Utian,USA
Yawuru [ywr],-18,122.5,#6856A8,Nyulnyul,Australia
Yaygir [xxx-36],-29.667,153,#4DA6A7,Pama-Nyungan,Australia
Yeletnye [yle],-11,154,#5746B1,Yeletnye,Papua New Guinea
Yelmek [jel],-7.667,139.75,#489B82,Bulaka,Indonesia
Yessan-Mayo [yss],-4.083,142.583,#488E81,Sepik,Papua New Guinea
Yeyi [yey],-20,23.5,#B8645B,Niger-Kongo,Botswana
Yidiny [yii],-17.917,146.09,#559BA6,Pama-Nyungan,Australia
Yimas [yee],-4.75,143.583,#5D4583,Lower Sepik-Ramu,Papua New Guinea
Yindjibarndi [yij],-21.5,117,#50A18E,Pama-Nyungan,Australia
Yingkarta [yia],-24.7,114.5,#548D95,Pama-Nyungan,Australia
Yir Yoront [yiy],-14.333,142.25,#529DB8,Pama-Nyungan,Australia
Yohlmo [scp],27.85,85.6,#22C99F,Tibeto-Burman,Nepal
Yokuts_Northern Foothill [yok],36.58,-119.08,#5A9373,Yok-Utian,USA
Yoruba [yor],8,4.33,#D49873,Niger-Kongo,Nigeria
Yuchi [yuc],35.75,-86.75,#793FAD,Yuchi,USA
Yugur [ybe],38.988,100.025,#31A572,Turkic,China
Yukaghir [ykg],65.75,150.833,#378280,Yukaghir,Russia
Yuki [yuk],39.67,-123.5,#4B7B91,Wappo-Yukian,USA
Yukulta [gcd],-17.333,138.833,#487092,Tangkic,Australia
Yunnan_Kunming [smm],24,102,#9ED160,Tibeto-Burman,China
Yup'ik_Central Alaskan [esu],59.5,-160,#395194,Eskimo-Aleut,USA
Yuracaré [yuz],-16.5,-65,#6A3587,Yurakare,Bolivia
Yurok [yur],41.33,-124,#795462,Algic,USA
Yuwaalaraay [kld],-29.5,148,#4A9E9C,Pama-Nyungan,Australia
Zaiwa [atb],24.5,98.5,#7C96C0,Tibeto-Burman,China
Zapotec [zai],16.5,-95,#CF485D,Otomanguean,Mexico
Zhuang [zyn],23.6,108.3,#DCCE85,Tai-Kadai,China
Zulu [zul],-30,30,#AF5C56,Niger-Kongo,South Africa
Zuni [zun],35.08,-108.83,#617275,Zuni,USA
Kadiwéu [kbc],-20,-57,#9C4869,Guaicuruan,Brazil
